個人
"仕訳日記帳"
00000125,"マジック                          "
"自27年 1月 1日","至27年12月31日","月分",
"日付","決修","伝票番号","部門コード","借方コード","借方名称","借方枝番","借方枝番摘要","貸方コード","貸方名称","貸方枝番","貸方枝番摘要","金額","摘要","税区分","対価","仕入区分","売上業種区分","消費税科目","売仕区分","ダミー3"
H27.5.7,0,,"",826,"会　　議　　費",,,101,"現　　　　　金",,,1800,"Ｃａｆｅ　Ｍｅｌｉｏｒ　Ｅｔｅｒｎｏ　打合せ食事代",11,,,,借,仕,
H27.5.8,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,12540,"西小野和美　洋服修理代",11,,,,借,仕,
H27.5.8,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,27565,"イオン東神奈川店　掃除機代",11,,,,借,仕,
H27.5.8,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,29160,"事業用：共栄製茶協同組合　従業員お茶代",11,,,,借,仕,
H27.5.8,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1880,"㈲只内クリーニング　クリーニング代",11,,,,借,仕,
H27.5.9,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.9,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,870,"事業用：ローソン　レターパック代",11,,,,借,仕,
H27.5.9,0,,"",716,"福　利　厚生費",1,"事業用：",999,"諸　　　　　口",,,295,"事業用：ローソン　従業員おやつ代",11,,,,借,仕,
H27.5.9,0,,"",999,"諸　　　　　口",,,101,"現　　　　　金",,,1165,"事業用：ローソン　従業員おやつ・レターパック代",,,,,,,
H27.5.9,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,216,"トップ　安全ピン代",11,,,,借,仕,
H27.5.9,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,4594,"事業用：㈱すかいらーく　従業員残業食事代",11,,,,借,仕,
H27.5.10,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,270,"事業用：ドトールコーヒー　従業員お茶代",11,,,,借,仕,
H27.5.10,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,702,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.5.10,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,290,"イオン東神奈川店　粘着テープ代",11,,,,借,仕,
H27.5.10,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,2335,"セルフ反町ＳＳ　ガソリン代",11,,,,借,仕,
H27.5.10,0,,"",726,"接　待　交際費",,,101,"現　　　　　金",,,4687,"㈱髙島屋　贈答品",11,,,,借,仕,
H27.5.11,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,1080,"事業用：ローソン　レターパック代",11,,,,借,仕,
H27.5.11,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,360,"事業用：ローソン　レターパック代",11,,,,借,仕,
H27.5.11,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,820,"事業用：横浜西神奈川〒　切手代",11,,,,借,仕,
H27.5.11,0,,"",826,"会　　議　　費",,,101,"現　　　　　金",,,2100,"Ｃａｆｅ　Ｍｅｌｉｏｒ　Ｅｔｅｒｎｏ　打合せ食事代",11,,,,借,仕,
H27.5.11,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,200,"京浜急行電鉄㈱　乗車券代",11,,,,借,仕,
H27.5.12,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,600,"タイムズ２４　駐車場代",11,,,,借,仕,
H27.5.12,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,1000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.5.12,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,980,"事業用：ｅｃｕｔｏ　従業員残業食事代",11,,,,借,仕,
H27.5.14,0,,"",725,"租　税　公　課",,,101,"現　　　　　金",,,9000,"自動車税　アクア　川崎５３０た６５３６",4,,,,借,仕,
H27.5.14,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,1020,"事業用：野辺地郵便　レターパック代",11,,,,借,仕,
H27.5.1,0,,"",729,"地　代　家　賃",3,"駐車場：大久保駐車場",314,"未　　払　　金",7,"駐車場：大久保駐車場",25000,"５月分駐車場：大久保駐車場",11,,,,借,仕,
H27.5.19,0,,"",314,"未　　払　　金",7,"駐車場：大久保駐車場",101,"現　　　　　金",,,25000,"５月分駐車場：大久保駐車場",,,,,,,
H27.5.19,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,2000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.5.20,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,580,"共　通：カフェドアゼリア　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1200,"事業用：真茶園　従業員飲物代",11,,,,借,仕,
H27.5.20,0,,"",718,"運　　　　　賃",,,101,"現　　　　　金",,,3822,"ヤマト運輸㈱　商品送付代",11,,,,借,仕,
H27.5.20,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,359,"事業用：ヴィドフランス　従業員おやつ代",11,,,,借,仕,
H27.5.20,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,810,"福家書店　書籍代",11,,,,借,仕,
H27.5.21,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,864,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.5.1,0,,"",729,"地　代　家　賃",2,"駐車場：宮田千鶴子",314,"未　　払　　金",6,"駐車場：宮田千鶴子",16000,"５月分駐車場：宮田千鶴子",11,,,,借,仕,
H27.5.22,0,,"",314,"未　　払　　金",6,"駐車場：宮田千鶴子",101,"現　　　　　金",,,16000,"５月分駐車場：宮田千鶴子",,,,,,,
H27.5.22,0,,"",826,"会　　議　　費",,,101,"現　　　　　金",,,820,"ドトールコーヒー　打合せ食事代",11,,,,借,仕,
H27.5.22,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.22,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,540,"事業用：イオン東神奈川店　従業員おやつ代",11,,,,借,仕,
H27.5.23,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.24,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"ワールド交通㈱　タクシー代",11,,,,借,仕,
H27.5.25,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.25,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,322,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.25,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,3672,"事業用：アクアステーション　従業員水代",11,,,,借,仕,
H27.5.25,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,1341,"イオン東神奈川店　ポリ袋・ティッシュ他",11,,,,借,仕,
H27.5.25,0,,"",829,"車　　両　　費",,,101,"現　　　　　金",,,3983,"関東礦油㈱　ガソリン代",11,,,,借,仕,
H27.5.26,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,390,"共　通：ドトールコーヒー　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.26,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,5834,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
H27.5.26,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,120,"事業用：㈱髙島屋　従業員飲物代",11,,,,借,仕,
H27.5.26,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,1151,"事業用：㈱髙島屋　従業員おやつ代",11,,,,借,仕,
H27.5.27,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,330,"共　通：ヴィドフランス　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.27,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,730,"京浜交通㈱　タクシー代",11,,,,借,仕,
H27.5.27,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.5.28,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,538,"共　通：ガスト　従業員早朝出勤食事代",11,,,,借,仕,
H27.5.31,0,,"",613,"材　料　仕入高",,,101,"現　　　　　金",,,32800,"仲西シゲ子　洋服修理代",11,,,,借,仕,
H27.5.31,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,2550,"事業用：３／７日本郵便㈱　レターパック代",11,,,,借,仕,
H27.5.4,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,20000,"現金引き出し",,,,,,,
H27.5.4,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.5.7,0,,"",314,"未　　払　　金",8,"トヨタ　アクア",121,"横浜　普通預金",,,44000,"トヨタ　アクア",,,,,,,
H27.5.7,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,45000,"現金引き出し",,,,,,,
H27.5.19,0,,"",121,"横浜　普通預金",,,166,"売　　掛　　金",,,802991,"リフォームＳ㈱",,,,,,,
H27.5.19,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,500000,"現金引き出し",,,,,,,
H27.5.19,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.5.22,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,30000,"現金引き出し",,,,,,,
H27.5.22,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.5.26,0,,"",732,"保　　険　　料",,,121,"横浜　普通預金",,,2660,"ニッセイ同和損保　自動車保険",2,,,,借,仕,
H27.5.27,0,,"",101,"現　　　　　金",,,121,"横浜　普通預金",,,20000,"現金引き出し",,,,,,,
H27.5.27,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,108,"横浜銀行　手数料",11,,,,借,仕,
H27.5.28,0,,"",733,"支　払　手数料",,,121,"横浜　普通預金",,,48600,"５月分・確定申告さくら中央税理士法人",11,,,,借,仕,
H27.5.7,0,,"",831,"賃　　借　　料",2,"共　通：",196,"店　主　勘　定",,,19700,"共　通：５月分自宅家賃",2,,,,借,仕,
H27.5.31,0,,"",196,"店　主　勘　定",,,831,"賃　　借　　料",2,"共　通：",17730,"共　通：５月分自宅家賃９０％経費不算入",2,,,,貸,仕,
H27.5.7,0,,"",723,"通　　信　　費",2,"共　通：",196,"店　主　勘　定",,,2205,"共　通：４月分ＮＴＴ　自宅電話代",11,,,,借,仕,
H27.5.31,0,,"",196,"店　主　勘　定",,,723,"通　　信　　費",2,"共　通：",662,"共　通：４月分ＮＴＴ　自宅電話代３０％経費不算入",11,,,,貸,仕,
H27.5.29,0,,"",724,"水　道　光熱費",2,"共　通：",196,"店　主　勘　定",,,4617,"共　通：５月分東京電力　自宅電気代",11,,,,借,仕,
H27.5.31,0,,"",196,"店　主　勘　定",,,724,"水　道　光熱費",2,"共　通：",3924,"共　通：５月分東京電力　自宅電気代８５％経費不算入",11,,,,貸,仕,
H27.5.31,0,,"",196,"店　主　勘　定",,,101,"現　　　　　金",,,212983,"原　悦子",,,,,,,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",1,"　店加工売上",754325,"５月分リフォームＳ㈱　店加工売上",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",2,"　オーダー売上",100857,"５月分リフォームＳ㈱　オーダー売上",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",7,"　服飾（店手配）売上",6680,"５月分リフォームＳ㈱　服飾（店手配）売上",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",9,"　付属品売上",19557,"５月分リフォームＳ㈱　付属品売上",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",13,"　店売商品加工売上",399030,"５月分リフォームＳ㈱　店売商品加工売上",11,,,,貸,売,
H27.5.31,0,,"",532,"外　　注　　費",1,"　店加工売上",999,"諸　　　　　口",,,309271,"５月分リフォームＳ㈱　店加工売上",11,,,,借,仕,
H27.5.31,0,,"",532,"外　　注　　費",2,"　オーダー売上",999,"諸　　　　　口",,,25214,"５月分リフォームＳ㈱　オーダー売上",11,,,,借,仕,
H27.5.31,0,,"",532,"外　　注　　費",7,"　服飾（店手配）売上",999,"諸　　　　　口",,,1335,"５月分リフォームＳ㈱　服飾（店手配）売上",11,,,,借,仕,
H27.5.31,0,,"",532,"外　　注　　費",9,"　付属品売上",999,"諸　　　　　口",,,3911,"５月分リフォームＳ㈱　付属品売上",11,,,,借,仕,
H27.5.31,0,,"",532,"外　　注　　費",13,"　店売商品加工売上",999,"諸　　　　　口",,,99755,"５月分リフォームＳ㈱　店売商品加工売上",11,,,,借,仕,
H27.5.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1270,"５月分リフォームＳ㈱　共済保険料",2,,,,借,仕,
H27.5.31,0,,"",732,"保　　険　　料",,,999,"諸　　　　　口",,,1500,"５月分リフォームＳ㈱　損害保険料",2,,,,借,仕,
H27.5.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,5130,"５月分リフォームＳ㈱　加工承伝票代",11,,,,借,仕,
H27.5.31,0,,"",727,"販　売　促進費",,,999,"諸　　　　　口",,,12960,"５月分リフォームＳ㈱　定額負担金",11,,,,借,仕,
H27.5.31,0,,"",724,"水　道　光熱費",1,"事業用：",999,"諸　　　　　口",,,12847,"事業用：５月分リフォームＳ㈱　店電気代",11,,,,借,仕,
H27.5.31,0,,"",831,"賃　　借　　料",1,"事業用：",999,"諸　　　　　口",,,7020,"事業用：５月分リフォームＳ㈱　店舗レジ使用料",11,,,,借,仕,
H27.5.31,0,,"",723,"通　　信　　費",1,"事業用：",999,"諸　　　　　口",,,3277,"事業用：５月分リフォームＳ㈱　店電話代",11,,,,借,仕,
H27.5.31,0,,"",722,"消　耗　品　費",,,999,"諸　　　　　口",,,2268,"５月分リフォームＳ㈱　レジ用ロール紙",11,,,,借,仕,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",113,"５月分ユニクロ割引本部負担金",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",197,"５月分住商オットー１０％割引本部負担金",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",53,"５月分イオンＧＬＣ２０％割引本部負担金",11,,,,貸,売,
H27.5.31,0,,"",999,"諸　　　　　口",,,511,"売　　上　　高",998,"その他本部負担金",228,"５月分ＱＶＣ・ＨＰクーポン",11,,,,貸,売,
H27.5.31,0,,"",166,"売　　掛　　金",,,999,"諸　　　　　口",,,795282,"５月分リフォームＳ㈱",,,,,,,
H27.5.31,0,,"",196,"店　主　勘　定",,,716,"福　利　厚生費",2,"共　通：",1647,"共　通：食事代３０％自己否認",11,,,,貸,仕,
H27.5.31,0,,"",734,"減　価　償却費",,,223,"減価償却累計額",,,27842,"減価償却費仮計上",4,,,,借貸,仕,
H27.5.31,0,,"",721,"旅　費　交通費",,,196,"店　主　勘　定",,,8650,"４／１〜４／３０　通勤高速代",11,,,,借,仕,
H27.6.5,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,302,"原　悦子　電車代：新城",11,,,,借,仕,
H27.6.21,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,266,"原　悦子　電車代：東神奈川→横浜（往復）",11,,,,借,仕,
H27.6.21,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,604,"原　悦子　電車代：東神奈川→新城（往復）",11,,,,借,仕,
H27.6.23,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,302,"原　悦子　電車代：新城→東神奈川",11,,,,借,仕,
H27.6.28,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,302,"原　悦子　電車代：東神奈川",11,,,,借,仕,
H27.6.28,0,,"",721,"旅　費　交通費",,,101,"現　　　　　金",,,5000,"ＪＲ東日本　スイカチャージ代",11,,,,借,仕,
H27.6.3,0,,"",716,"福　利　厚生費",2,"共　通：",101,"現　　　　　金",,,540,"共　通：神戸屋　従業員早朝出勤食事代",11,,,,借,仕,
H27.6.3,0,,"",722,"消　耗　品　費",,,101,"現　　　　　金",,,216,"トップ　ポリ袋代",11,,,,借,仕,
H27.6.3,0,,"",827,"新　聞　図書費",,,101,"現　　　　　金",,,270,"福家書店　書籍代",11,,,,借,仕,
H27.6.4,0,,"",723,"通　　信　　費",1,"事業用：",101,"現　　　　　金",,,52,"横浜西神奈川〒　切手代",11,,,,借,仕,
H27.6.4,0,,"",716,"福　利　厚生費",1,"事業用：",101,"現　　　　　金",,,3816,"事業用：㈱髙島屋　従業員残業食事代",11,,,,借,仕,
